identifiant,type_de_logement,zonage_classification,facade_en_pieds,superficie_du_lot_pieds,type_de_route,acces_a_une_allee,forme_du_lot,topographie_du_terrain,services_publics_disponibles,configuration_du_lot,inclinaison_du_terrain,quartier,proximite_1ere_condition,proximite_2e_condition,type_de_batiment,style_de_maison,qualite_globale,etat_general,annee_de_construction,annee_de_renovation,style_de_toit,materiau_du_toit,revetement_exterieur_1,revetement_exterieur_2,type_de_parement_en_maconnerie,surface_de_parement_pieds,qualite_exterieure,etat_exterieur,type_de_fondation,qualite_du_sous_sol,etat_general_du_sous_sol,exposition_du_sous_sol,type_de_finition_sous_sol_1,surface_finie_sous_sol,type_de_finition_sous_sol_2,surface_finie_sous_sol_2,surface_non_finie_sous_sol,total_surface_sous_sol,type_de_chauffage,qualite_du_chauffage,climatisation_centrale,systeme_electrique,surface_du_premier_etage,surface_du_deuxieme_etage,surface_finie_basse_qualite_pieds,surface_habitable_totale,salles_de_bain_completes_sous_sol,demi_salles_de_bain_sous_sol,salles_de_bain_completes,demi_salles_de_bain,chambres_hors_sous_sol,cuisines_hors_sous_sol,qualite_de_la_cuisine,total_des_pieces_hors_sous_sol,fonctionnalite_globale,nombre_de_cheminees,qualite_de_la_cheminee,type_de_garage,annee_de_construction_du_garage,finition_interieure_du_garage,capacite_du_garage_voitures,surface_du_garage,qualite_du_garage,condition_du_garage,allee_pavee,surface_du_deck_en_bois,surface_du_porche_ouvert,porche_ferme,porche_trois_saisons,porche_screen,surface_de_la_piscine_pieds,qualite_de_la_piscine,cloture,caracteristiques_supplementaires,valeur_des_caracteristiques_supplementaires,mois_de_vente,annee_de_vente,type_de_vente,condition_de_la_vente,prix_de_vente,prix_de_vente_log,age_maison,age_renovation,age_garage,surface_totale,surface_totale_porches,total_salles_bain,presence_garage
291,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,120,15611,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Deux étages,Très bon,Moyenne,2006,2006,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Non fini,0,Non fini,0,1079,1079.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1079,840,0,1919,0,0,2,1,3,1,Bon,8,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2006.0,Partiellement aménagé,2,685,Bon,Moyen,Pavé,0,51,0,0,0,0,NA,NA,NA,0,Juillet,2006,Maison neuve construite et vendue,Maison incomplète,233230,12.359784657728284,0,0,0.0,2998.0,51,2.5,1
292,CONVERSION 2 FAMILLES - TOUS STYLES ET ÂGES,Résidentiel basse densité,55,5687,Pavé,Gravier,Régulier,Bordure - Montée rapide,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sud et Ouest de l'Université d'État de l'Iowa,Normale,Normale,Conversion deux familles,Deux étages,Moyenne,Au-dessus de la moyenne,1912,2000,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Moyen,Médiocre,PConc,Moyen,Médiocre,Aucune exposition,Fini - Salle de jeux,210,Non fini,0,570,780.0,Chauffage à gaz,Excellent,Non,Disjoncteurs,936,780,0,1716,1,0,2,0,6,1,Médiocre,9,Typ,0,NA,NA,,NA,0,0,NA,NA,Gravier/Terre,0,184,0,0,0,0,NA,NA,NA,0,Mars,2008,Acte de garantie - Conventionnel,Vente normale,135900,11.819681958463892,96,8,0.0,2496.0,184,3.0,0
293,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,60,11409,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Moyenne,En dessous de la moyenne,1949,2008,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Qualité inférieure,292,Non fini,0,476,768.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1148,568,0,1716,0,0,1,1,3,1,Moyen,8,Min2,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1949.0,Non aménagé,1,281,Moyen,Moyen,Pavé,0,0,0,0,160,0,NA,NA,NA,0,Janvier,2009,Acte de garantie - Conventionnel,Vente normale,131000,11.78296023574194,60,1,60.0,2484.0,160,1.5,1
294,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,NA,16659,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Northwest Ames,Adjacente à un espace vert ou parc,Normale,Maison individuelle,Deux étages,Bon,Bon,1977,1994,Pignon,Bardeau composite standard,Contreplaqué,Contreplaqué,Briques en façade,34,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,795,Non fini,0,0,795.0,Chauffage à gaz,Médiocre,Oui,Disjoncteurs,1468,795,0,2263,1,0,2,1,3,1,Bon,9,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1977.0,Aménagé,2,539,Moyen,Moyen,Pavé,0,250,0,0,0,0,NA,NA,NA,0,Mars,2006,Acte de garantie - Conventionnel,Vente normale,235000,12.367345048436391,29,12,29.0,3058.0,250,3.5,1
295,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,80,9600,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,1953,1953,Pente,Bardeau composite standard,Panneau dur,Panneau dur,Pierre,238,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Excellent,1285,Non fini,0,131,1416.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1644,0,0,1644,1,0,1,0,3,1,Moyen,7,Typ,2,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1953.0,Aménagé,2,418,Moyen,Moyen,Pavé,110,0,0,0,0,0,NA,NA,NA,0,Octobre,2009,Acte de garantie - Conventionnel,Vente normale,167000,12.025755079404917,56,56,56.0,3060.0,0,2.0,1
296,NIVEAUX MULTIPLES OU PARTIELS,Résidentiel basse densité,37,7937,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Mitchell,Normale,Normale,Maison individuelle,Niveaux divisés,Au-dessus de la moyenne,Au-dessus de la moyenne,1984,1984,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Exposition au niveau moyen,Fini - Excellent,819,Non fini,0,184,1003.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1003,0,0,1003,1,0,1,0,3,1,Moyen,6,Typ,0,NA,Détaché de la maison,1984.0,Non aménagé,2,588,Moyen,Moyen,Pavé,120,0,0,0,0,0,NA,Bonne intimité,NA,0,Mars,2006,Acte de garantie - Conventionnel,Vente normale,142500,11.86710429621008,22,22,22.0,2006.0,0,2.0,1
297,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,75,13710,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Iowa DOT et chemin de fer,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Moyenne,Moyenne,1950,1950,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Partiellement fini,420,Non fini,0,490,910.0,Chauffage à gaz,Moyen,Oui,Fusibles anciens,910,648,0,1558,0,0,1,1,4,1,Moyen,6,Typ,0,NA,Attaché à la maison,1950.0,Non aménagé,1,282,Moyen,Moyen,Pavé,289,0,0,0,0,0,NA,Intimité minimale,NA,0,Juin,2007,Acte de garantie - Conventionnel,Vente normale,152000,11.93164237875414,57,57,57.0,2468.0,0,1.5,1
298,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel flottant,66,7399,Pavé,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,1997,1998,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,1600,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Partiellement fini,649,Non fini,0,326,975.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,975,975,0,1950,0,0,2,1,3,1,Bon,7,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Détaché de la maison,1997.0,Partiellement aménagé,2,576,Moyen,Moyen,Pavé,0,10,0,0,198,0,NA,NA,NA,0,Juin,2007,Acte de garantie - Conventionnel,Vente normale,239000,12.384223015005311,10,9,10.0,2925.0,208,2.5,1
299,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,90,11700,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northwest Ames,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Au-dessus de la moyenne,1968,1968,Mansardé,Bardeau composite standard,Panneau dur,Bardeaux en asphalte,Briques en façade,365,Bon,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,384,Fini - Salle de jeux,175,143,702.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1041,702,0,1743,0,1,1,2,3,1,Moyen,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1968.0,Non aménagé,2,539,Moyen,Moyen,Pavé,224,0,0,0,0,0,NA,NA,NA,0,Juin,2007,Acte de garantie - Conventionnel,Vente normale,175000,12.07254696717504,39,39,39.0,2445.0,0,2.5,1
300,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,80,14000,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Crawford,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Très bon,1950,2004,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Aucune,0,Moyen,Bon,CBlock,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,1092,1092.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1152,0,0,1152,0,1,1,0,3,1,Bon,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1950.0,Non aménagé,1,300,Moyen,Moyen,Pavé,0,36,0,0,0,0,NA,Bonne intimité,NA,0,Août,2009,Acte de garantie - Conventionnel,Vente entre membres de la famille,158500,11.973516181427836,59,5,59.0,2244.0,36,1.5,1
301,CONVERSION 2 FAMILLES - TOUS STYLES ET ÂGES,Résidentiel basse densité,90,15750,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Crawford,Normale,Normale,Conversion deux familles,Un étage,Moyenne,Moyenne,1953,1953,Pente,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques en façade,56,Moyen,Moyen,CBlock,Moyen,Moyen,Exposition moyenne,Partiellement fini,841,Non fini,0,324,1165.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1336,0,0,1336,1,0,1,0,2,1,Moyen,5,Typ,2,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1953.0,Non aménagé,1,375,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Juin,2006,Acte de garantie - Conventionnel,Vente normale,157000,11.964007453736912,53,53,53.0,2501.0,0,2.0,1
302,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,66,16226,Pavé,NA,Irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Deux étages,Très bon,Moyenne,1998,1999,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,281,Non fini,0,747,1028.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1210,1242,0,2452,0,0,2,1,4,1,Bon,9,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,"Garage intégré (fait partie de la maison, souvent avec une pièce au-dessus)",1998.0,Aménagé,2,683,Moyen,Moyen,Pavé,208,50,0,0,0,0,NA,NA,NA,0,Mai,2007,Acte de garantie - Conventionnel,Vente normale,267000,12.495007682693725,9,8,9.0,3480.0,50,2.5,1
303,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,118,13704,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,2001,2002,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,150,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,0,Non fini,0,1541,1541.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1541,0,0,1541,0,0,2,0,3,1,Bon,6,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,2001.0,Partiellement aménagé,3,843,Moyen,Moyen,Pavé,468,81,0,0,0,0,NA,NA,NA,0,Janvier,2006,Acte de garantie - Conventionnel,Vente normale,205000,12.230770136157428,5,4,5.0,3082.0,81,2.0,1
304,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,70,9800,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Moyenne,Bon,1972,1972,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Moyen,Moyen,PConc,Moyen,Moyen,Aucune exposition,Fini - Moyenne,894,Non fini,0,0,894.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,894,0,0,894,1,0,1,0,3,1,Moyen,5,Typ,0,NA,Attaché à la maison,1975.0,Non aménagé,2,552,Moyen,Moyen,Pavé,256,0,0,0,0,0,NA,Bonne qualité en bois,NA,0,Juillet,2006,Acte de garantie - Conventionnel,Vente anormale,149900,11.917730355182512,34,34,31.0,1788.0,0,2.0,1
305,2 ÉTAGES ET DEMI - TOUS ÂGES,Résidentiel densité moyenne,87,18386,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,"Deux étages et demi, aménagé",Bon,Excellent,1880,2002,Pignon,Bardeau composite standard,Panneau de ciment,Panneau de ciment,Aucune,0,Moyen,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,1470,1470.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1675,1818,0,3493,0,0,3,0,3,1,Bon,10,Typ,1,Excellent - Cheminée en maçonnerie exceptionnelle,Attaché à la maison,2003.0,Non aménagé,3,870,Moyen,Moyen,Pavé,302,0,0,0,0,0,NA,NA,NA,0,Mai,2008,Acte de garantie - Conventionnel,Vente normale,295000,12.59473402514672,128,6,5.0,4963.0,0,3.0,1
306,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,80,10386,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,2004,2005,Pignon,Bardeau composite standard,Panneau de ciment,Panneau de ciment,Pierre,246,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,1464,Non fini,0,536,2000.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,2000,0,0,2000,1,0,2,0,3,1,Bon,8,Typ,0,NA,Attaché à la maison,2004.0,Aménagé,3,888,Moyen,Moyen,Pavé,168,0,0,0,0,0,NA,NA,NA,0,Juillet,2007,Acte de garantie - Conventionnel,Vente normale,305900,12.63101679917582,3,2,3.0,4000.0,0,3.0,1
307,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,116,13474,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer Ouest,Proche d'une route secondaire,Normale,Maison individuelle,Deux étages,Bon,Moyenne,1990,1991,Pignon,Bardeau composite standard,Panneau dur,Contreplaqué,Briques en façade,246,Bon,Moyen,CBlock,Bon,Moyen,Aucune exposition,Fini - Moyenne,700,Non fini,0,0,700.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1122,1121,0,2243,1,0,2,1,4,1,Bon,8,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1990.0,Partiellement aménagé,3,746,Moyen,Moyen,Pavé,127,44,224,0,0,0,NA,NA,NA,0,Juin,2007,Acte de garantie - Conventionnel,Vente normale,225000,12.323860125621126,17,16,17.0,2943.0,268,3.5,1
308,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,NA,7920,Pavé,Gravier,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Iowa DOT et chemin de fer,Proche d'une artère principale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Bon,1920,1950,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Médiocre,CBlock,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,319,319.0,Chauffage à gaz,Moyen,Oui,Fusibles anciens,1035,371,0,1406,0,0,1,0,3,1,Médiocre,6,Typ,0,NA,NA,,NA,0,0,NA,NA,Gravier/Terre,0,144,0,0,0,0,NA,Intimité minimale,NA,0,Mars,2008,Acte de garantie - Conventionnel,Vente normale,89500,11.402005077384883,88,58,0.0,1725.0,144,1.0,0
309,1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel basse densité,NA,12342,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Normale,Normale,Maison individuelle,Un étage,En dessous de la moyenne,Moyenne,1940,1950,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Partiellement fini,262,Non fini,0,599,861.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,861,0,0,861,0,0,1,0,1,1,Moyen,4,Typ,0,NA,Détaché de la maison,1961.0,Non aménagé,2,539,Moyen,Moyen,Pavé,158,0,0,0,0,0,NA,NA,NA,0,Mars,2009,Acte de garantie - Conventionnel,Vente normale,82500,11.320565693461432,69,59,48.0,1722.0,0,1.0,1
310,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,90,12378,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge Heights,Normale,Normale,Maison individuelle,Un étage,Excellent,Moyenne,2003,2004,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,PConc,Excellent,Moyen,Bonne exposition,Fini - Excellent,1274,Non fini,0,622,1896.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1944,0,0,1944,1,0,2,0,3,1,Excellent,8,Typ,3,Excellent - Cheminée en maçonnerie exceptionnelle,Attaché à la maison,2003.0,Aménagé,3,708,Moyen,Moyen,Pavé,208,175,0,0,0,0,NA,NA,NA,0,Novembre,2006,Acte de garantie - Conventionnel,Vente normale,360000,12.793862088206213,3,2,3.0,3840.0,175,3.0,1
311,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,NA,7685,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Gilbert,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Moyenne,1993,1994,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Briques en façade,112,Moyen,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Moyenne,518,Non fini,0,179,697.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,697,804,0,1501,0,0,2,1,3,1,Bon,6,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1993.0,Aménagé,2,420,Moyen,Moyen,Pavé,190,63,0,0,0,0,NA,NA,NA,0,Mai,2006,Acte de garantie - Conventionnel,Vente normale,165600,12.017336559562407,13,12,13.0,2198.0,63,2.5,1
312,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,50,8000,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Au-dessus de la moyenne,1948,2002,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Moyen,Bon,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,680,Non fini,0,292,972.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,972,0,0,972,1,0,1,0,2,1,Moyen,5,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Détaché de la maison,1948.0,Non aménagé,1,240,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Mai,2009,Acte de garantie - Conventionnel,Vente normale,132000,11.790564777297387,61,7,61.0,1944.0,0,2.0,1
313,CONVERSION 2 FAMILLES - TOUS STYLES ET ÂGES,Résidentiel densité moyenne,65,7800,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Proche d'une artère principale,Normale,Conversion deux familles,"Un étage et demi, aménagé",Moyenne,Bon,1939,1950,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Moyen,CBlock,Bon,Moyen,Exposition moyenne,Fini - Salle de jeux,507,Non fini,0,286,793.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,793,325,0,1118,1,0,1,0,3,1,Moyen,5,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Détaché de la maison,1939.0,Non aménagé,2,410,Moyen,Moyen,Pavé,0,0,0,0,271,0,NA,Intimité minimale,NA,0,Mai,2006,Acte de garantie - Conventionnel,Vente normale,119900,11.694421681264394,67,56,67.0,1911.0,271,2.0,1
314,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,150,215245,Pavé,NA,Irrégulier,Dépression,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente sévère,Timberland,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,1965,1965,Pente,Bardeau composite standard,Brique apparente,Brique apparente,Aucune,0,Moyen,Moyen,CBlock,Bon,Moyen,Bonne exposition,Fini - Moyenne,1236,Fini - Salle de jeux,820,80,2136.0,Chauffage à gaz (chaudière),Moyen,Oui,Disjoncteurs,2036,0,0,2036,2,0,2,0,3,1,Moyen,8,Typ,2,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1965.0,Partiellement aménagé,2,513,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Juin,2009,Acte de garantie - Conventionnel,Vente normale,375000,12.83468397161566,44,44,44.0,4172.0,0,4.0,1
315,2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,60,9600,Pavé,Gravier,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,Deux étages,Bon,Bon,1925,1990,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0,Moyen,Moyen,BrkTil,Moyen,Bon,Aucune exposition,Fini - Qualité inférieure,16,Non fini,0,712,728.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,832,809,0,1641,0,1,1,1,3,1,Excellent,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Détaché de la maison,1925.0,Non aménagé,2,546,Médiocre,Moyen,Pavé,0,0,234,0,0,0,NA,NA,NA,0,Août,2006,Acte de garantie - Conventionnel,Vente normale,178000,12.08954444723597,81,16,81.0,2369.0,234,2.0,1
316,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,71,7795,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Gilbert,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,2004,2005,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,425,Non fini,0,291,716.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,716,716,0,1432,1,0,2,1,3,1,Bon,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2004.0,Aménagé,2,432,Moyen,Moyen,Pavé,100,51,0,0,0,0,NA,NA,NA,0,Juillet,2009,Acte de garantie - Conventionnel,Vente normale,188500,12.14685859089592,5,4,5.0,2148.0,51,3.5,1
317,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,94,13005,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Northwest Ames,Normale,Normale,Maison individuelle,Deux étages,Bon,Bon,1980,1980,Pignon,Bardeau composite standard,Panneau de ciment,Panneau de ciment,Briques en façade,278,Bon,Moyen,CBlock,Bon,Moyen,Aucune exposition,Fini - Excellent,692,Non fini,0,153,845.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1153,1200,0,2353,1,0,2,1,4,1,Excellent,10,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1983.0,Partiellement aménagé,2,484,Moyen,Moyen,Pavé,288,195,0,0,0,0,NA,Bonne intimité,NA,0,Août,2009,Acte de garantie - Conventionnel,Vente normale,260000,12.468440756144114,29,29,26.0,3198.0,195,3.5,1
