identifiant,type_de_logement,zonage_classification,facade_en_pieds,superficie_du_lot_pieds,type_de_route,acces_a_une_allee,forme_du_lot,topographie_du_terrain,services_publics_disponibles,configuration_du_lot,inclinaison_du_terrain,quartier,proximite_1ere_condition,proximite_2e_condition,type_de_batiment,style_de_maison,qualite_globale,etat_general,annee_de_construction,annee_de_renovation,style_de_toit,materiau_du_toit,revetement_exterieur_1,revetement_exterieur_2,type_de_parement_en_maconnerie,surface_de_parement_pieds,qualite_exterieure,etat_exterieur,type_de_fondation,qualite_du_sous_sol,etat_general_du_sous_sol,exposition_du_sous_sol,type_de_finition_sous_sol_1,surface_finie_sous_sol,type_de_finition_sous_sol_2,surface_finie_sous_sol_2,surface_non_finie_sous_sol,total_surface_sous_sol,type_de_chauffage,qualite_du_chauffage,climatisation_centrale,systeme_electrique,surface_du_premier_etage,surface_du_deuxieme_etage,surface_finie_basse_qualite_pieds,surface_habitable_totale,salles_de_bain_completes_sous_sol,demi_salles_de_bain_sous_sol,salles_de_bain_completes,demi_salles_de_bain,chambres_hors_sous_sol,cuisines_hors_sous_sol,qualite_de_la_cuisine,total_des_pieces_hors_sous_sol,fonctionnalite_globale,nombre_de_cheminees,qualite_de_la_cheminee,type_de_garage,annee_de_construction_du_garage,finition_interieure_du_garage,capacite_du_garage_voitures,surface_du_garage,qualite_du_garage,condition_du_garage,allee_pavee,surface_du_deck_en_bois,surface_du_porche_ouvert,porche_ferme,porche_trois_saisons,porche_screen,surface_de_la_piscine_pieds,qualite_de_la_piscine,cloture,caracteristiques_supplementaires,valeur_des_caracteristiques_supplementaires,mois_de_vente,annee_de_vente,type_de_vente,condition_de_la_vente,prix_de_vente
430,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,130,11457,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Timberland,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,1988,1988,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Aucune,0,Moyen,Moyen,CBlock,Bon,Moyen,Exposition moyenne,Fini - Excellent,1005,Non fini,0,387,1392.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1412,0,0,1412,1,0,2,0,3,1,Bon,6,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1988,Non aménagé,2,576,Moyen,Moyen,Pavé,0,0,169,0,0,0,NA,NA,NA,0,Mars,2009,Acte de garantie - Conventionnel,Vente normale,175000
431,2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel densité moyenne,21,1680,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Briardale,Normale,Normale,Maison de ville (intérieur),Deux étages,Au-dessus de la moyenne,Moyenne,1971,1971,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Briques en façade,232,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,387,Non fini,0,96,483.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,483,504,0,987,0,0,1,1,2,1,Moyen,4,Typ,0,NA,Détaché de la maison,1971,Non aménagé,1,264,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Juillet,2008,Acte de l'officier judiciaire/Etat,Vente anormale,85400
432,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,60,5586,Pavé,NA,Légèrement irrégulier,Bordure - Montée rapide,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Proche d'une route secondaire,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Bon,1920,1998,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,901,901.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1088,110,0,1198,0,0,1,0,4,1,Moyen,7,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Gravier/Terre,0,98,0,0,0,0,NA,Intimité minimale,NA,0,Septembre,2008,Contrat - Acompte faible,Vente anormale,79900
433,2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel densité moyenne,24,1920,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Briardale,Normale,Normale,Maison de ville (bout),Deux étages,Moyenne,Moyenne,1971,1971,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Briques en façade,376,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,471,Non fini,0,294,765.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,765,600,0,1365,1,0,1,1,2,1,Moyen,6,Min1,0,NA,Détaché de la maison,1971,Non aménagé,2,440,Moyen,Moyen,Pavé,240,36,0,0,0,0,NA,NA,NA,0,Août,2007,Acte de garantie - Conventionnel,Vente normale,122500
434,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,100,10839,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Gilbert,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Moyenne,1997,1998,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Moyen,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,0,Non fini,0,926,926.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,926,678,0,1604,0,0,2,1,3,1,Moyen,7,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1997,Aménagé,2,470,Moyen,Moyen,Pavé,0,36,0,0,0,0,NA,NA,NA,0,Juillet,2008,Acte de garantie - Conventionnel,Vente normale,181000
435,PUD MULTI-NIVEAUX - INCLUT NIVEAUX DIVISÉS,Résidentiel densité moyenne,21,1890,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Meadow Village,Normale,Normale,Maison de ville (intérieur),Foyer divisé,En dessous de la moyenne,Bon,1972,1972,Pignon,Bardeau composite standard,Panneau de ciment,Panneau de ciment,Aucune,0,Moyen,Bon,CBlock,Bon,Moyen,Exposition au niveau moyen,Fini - Moyenne,495,Non fini,0,135,630.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,630,0,0,630,1,0,1,0,1,1,Moyen,3,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Pavé,88,0,0,0,0,0,NA,NA,NA,0,Juin,2008,Acte de garantie - Conventionnel,Vente normale,81000
436,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,43,10667,Pavé,NA,Modérément irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,College Creek,Proche d'un espace vert ou parc,Normale,Maison individuelle,Deux étages,Bon,Au-dessus de la moyenne,1996,1996,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,385,Fini - Moyenne,344,70,799.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,827,834,0,1661,1,0,2,1,3,1,Bon,6,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1996,Partiellement aménagé,2,550,Moyen,Moyen,Pavé,158,61,0,0,0,0,NA,NA,NA,0,Avril,2009,Contrat - Acompte faible et faible taux d'intérêt,Vente normale,212000
437,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,40,4400,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Très bon,1920,1950,Pignon,Bardeau composite standard,Stuc,Stuc,Aucune,0,Moyen,Moyen,BrkTil,Médiocre,Moyen,Aucune exposition,Non fini,0,Non fini,0,648,648.0,Chauffage à gaz,Moyen,Oui,Fusibles anciens,734,384,0,1118,0,0,1,0,2,1,Moyen,6,Typ,0,NA,Détaché de la maison,1990,Non aménagé,2,440,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Octobre,2006,Acte de garantie - Conventionnel,Vente normale,116000
438,1 ÉTAGE ET DEMI - NON AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,50,6000,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Brookside,Normale,Normale,Maison individuelle,"Un étage et demi, non aménagé",Au-dessus de la moyenne,Bon,1926,2004,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0,Bon,Moyen,PConc,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,884,884.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,904,0,0,904,0,0,1,0,2,1,Moyen,4,Typ,0,NA,Détaché de la maison,1926,Non aménagé,1,180,Moyen,Moyen,Pavé,0,0,105,0,0,0,NA,NA,NA,0,Janvier,2009,Acte de garantie - Conventionnel,Vente normale,119000
439,1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel basse densité,40,4280,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Crawford,Normale,Normale,Maison individuelle,Un étage,Moyenne,Au-dessus de la moyenne,1913,2002,Pignon,Bardeau composite standard,Bardeaux en bois,Stuc,Aucune,0,Moyen,Moyen,PConc,Moyen,Moyen,Aucune exposition,Fini - Qualité inférieure,365,Non fini,0,75,440.0,Chauffage à gaz,Moyen,Non,Disjoncteurs,694,0,0,694,0,0,1,0,2,1,Bon,4,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Détaché de la maison,1990,Non aménagé,1,352,Bon,Moyen,Pavement partiel,0,0,34,0,0,0,NA,Intimité minimale,NA,0,Mars,2007,Acte de garantie - Conventionnel,Vente normale,90350
440,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,67,12354,Pavé,Gravier,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Edwards,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Très bon,1920,2000,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0,Moyen,Moyen,BrkTil,Moyen,Médiocre,Exposition moyenne,Non fini,0,Non fini,0,684,684.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,684,512,0,1196,0,0,1,0,3,1,Bon,7,Typ,0,NA,Détaché de la maison,2005,Non aménagé,2,528,Moyen,Moyen,Pavé,0,46,0,0,0,0,NA,Bonne intimité,Abri,800,Août,2009,Contrat - Faible taux d'intérêt,Vente normale,110000
441,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,105,15431,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge Heights,Normale,Normale,Maison individuelle,Un étage,Très excellent,Moyenne,2008,2008,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Pierre,200,Excellent,Moyen,PConc,Excellent,Moyen,Bonne exposition,Fini - Excellent,1767,Fini - Moyenne,539,788,2155.05,Chauffage à gaz,Excellent,Oui,Disjoncteurs,2402,0,0,2402,1,0,2,0,2,1,Excellent,10,Typ,2,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2008,Aménagé,3,672,Moyen,Moyen,Pavé,0,72,0,0,170,0,NA,NA,NA,0,Avril,2009,Acte de garantie - Conventionnel,Vente normale,555000
442,DUPLEX - TOUS STYLES ET ÂGES,Résidentiel basse densité,92,12108,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Normale,Normale,Duplex,Un étage,En dessous de la moyenne,En dessous de la moyenne,1955,1955,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,270,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,133,Non fini,0,1307,1440.0,Chauffage à gaz,Moyen,Non,Fusibles,1440,0,0,1440,0,0,2,0,4,2,Médiocre,8,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Septembre,2008,Acte de garantie - Conventionnel,Vente normale,118000
443,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,52,6240,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Brookside,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Moyenne,Bon,1930,1992,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Moyen,PConc,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,1078,1078.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1128,445,0,1573,0,0,2,0,3,1,Moyen,8,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Détaché de la maison,1930,Non aménagé,2,360,Moyen,Moyen,Pavement partiel,0,0,0,0,0,0,NA,NA,NA,0,Juin,2008,Acte de garantie - Conventionnel,Vente normale,162900
444,1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel basse densité,53,3922,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Bloomington Heights,Normale,Normale,Maison de ville (bout),Un étage,Bon,Moyenne,2006,2007,Pignon,Bardeau composite standard,Bardeaux en bois,Wd Shng,Briques en façade,72,Bon,Moyen,PConc,Excellent,Moyen,Exposition au niveau moyen,Non fini,0,Non fini,0,1258,1258.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1258,0,0,1258,0,0,2,0,2,1,Bon,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2007,Aménagé,3,648,Moyen,Moyen,Pavé,144,16,0,0,0,0,NA,NA,NA,0,Juin,2007,Maison neuve construite et vendue,Maison incomplète,172500
445,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,70,8750,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,1994,1995,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Bon,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,642,Non fini,0,273,915.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,933,975,0,1908,1,0,2,1,4,1,Bon,8,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1994,Non aménagé,2,493,Moyen,Moyen,Pavé,144,133,0,0,0,0,NA,NA,NA,0,Juillet,2008,Acte de garantie - Conventionnel,Vente normale,210000
446,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,73,9855,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Edwards,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,1956,1956,Pente,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,1436,1436.0,Chauffage à gaz,Médiocre,Oui,Disjoncteurs,1689,0,0,1689,0,0,1,0,3,1,Moyen,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1956,Non aménagé,2,480,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,Intimité minimale,NA,0,Novembre,2009,Acte de l'officier judiciaire/Etat,Vente normale,127500
447,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,137,16492,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,North Ames,Adjacente à un espace vert ou parc,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Au-dessus de la moyenne,1966,2002,Pignon,Bardeau composite standard,Brique apparente,Contreplaqué,Aucune,0,Bon,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,247,Fini - Salle de jeux,713,557,1517.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1888,0,0,1888,0,0,2,1,2,1,Bon,6,Mod,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1966,Aménagé,2,578,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Juin,2010,Acte de garantie - Conventionnel,Vente normale,190000
448,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,NA,11214,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Gilbert,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,1998,1999,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,0,Non fini,0,930,930.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,956,930,0,1886,0,0,2,1,4,1,Bon,10,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1998,Aménagé,2,431,Moyen,Moyen,Pavé,89,0,0,0,0,0,NA,NA,NA,0,Juillet,2006,Acte de garantie - Conventionnel,Vente normale,199900
449,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,50,8600,Pavé,NA,Régulier,Bordure - Montée rapide,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Iowa DOT et chemin de fer,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Au-dessus de la moyenne,1937,1950,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,780,780.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,780,596,0,1376,0,0,2,0,3,1,Moyen,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Détaché de la maison,1937,Non aménagé,1,198,Moyen,Moyen,Gravier/Terre,0,0,0,0,0,0,NA,NA,NA,0,Juin,2006,Acte de garantie - Conventionnel,Vente normale,119500
450,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,50,6000,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Médiocre,Bon,1948,2002,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Bon,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,331,Non fini,0,318,649.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,679,504,0,1183,0,0,1,1,2,1,Moyen,6,Typ,0,NA,Détaché de la maison,1981,Non aménagé,1,308,Moyen,Moyen,Pavé,0,176,0,0,0,0,NA,NA,NA,0,Juin,2007,Acte de garantie - Conventionnel,Vente normale,120000
451,1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,70,5684,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Très bon,1930,2005,Pente,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0,Moyen,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,813,813.0,Chauffage à gaz,Excellent,Oui,Fusibles anciens,813,0,0,813,0,0,1,0,2,1,Bon,5,Typ,0,NA,Détaché de la maison,1932,Non aménagé,1,270,Médiocre,Médiocre,Gravier/Terre,0,113,0,0,0,0,NA,NA,NA,0,Juin,2006,Acte de garantie - Conventionnel,Vente normale,110000
452,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,62,70761,Pavé,NA,Légèrement irrégulier,Dépression,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente modérée,Clear Creek,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,1975,1975,Pignon,Bardeau en bois,Contreplaqué,Contreplaqué,Aucune,0,Moyen,Moyen,CBlock,Bon,Moyen,Bonne exposition,Fini - Moyenne,655,Non fini,0,878,1533.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1533,0,0,1533,1,0,2,0,2,1,Bon,5,Typ,2,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1975,Non aménagé,2,576,Moyen,Moyen,Pavé,200,54,0,0,0,0,NA,NA,NA,0,Décembre,2006,Acte de garantie - Conventionnel,Vente normale,280000
453,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,NA,9303,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Timberland,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Moyenne,1996,1997,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,42,Bon,Moyen,PConc,Excellent,Moyen,Aucune exposition,Fini - Moyenne,742,Non fini,0,130,872.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,888,868,0,1756,1,0,2,1,3,1,Moyen,7,Typ,0,NA,Attaché à la maison,1996,Aménagé,2,422,Moyen,Moyen,Pavé,144,122,0,0,0,0,NA,NA,NA,0,Juillet,2007,Acte de garantie - Conventionnel,Vente normale,204000
454,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel flottant,75,9000,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison individuelle,Deux étages,Très bon,Moyenne,2008,2008,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,0,Non fini,0,768,768.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,786,804,0,1590,0,0,2,1,3,1,Bon,6,Typ,0,NA,Attaché à la maison,2008,Partiellement aménagé,2,676,Moyen,Moyen,Pavé,0,30,0,0,0,0,NA,NA,NA,0,Juin,2009,Acte de garantie - Conventionnel,Vente normale,210000
455,DUPLEX - TOUS STYLES ET ÂGES,Résidentiel basse densité,63,9297,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Mitchell,Normale,Normale,Duplex,Un étage,Moyenne,Moyenne,1976,1976,Pignon,Bardeau composite standard,Contreplaqué,Contreplaqué,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,1606,Non fini,0,122,1728.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1728,0,0,1728,2,0,2,0,4,2,Moyen,8,Typ,0,NA,Détaché de la maison,1976,Non aménagé,2,560,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Juillet,2006,Acte de garantie - Conventionnel,Vente entre membres de la famille,188000
456,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,80,9600,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northwest Ames,Normale,Normale,Maison individuelle,Un étage,Bon,Au-dessus de la moyenne,1973,1973,Pente,Bardeau composite standard,Panneau dur,Panneau dur,Briques en façade,320,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,916,Non fini,0,326,1242.0,Chauffage à gaz,Médiocre,Oui,Disjoncteurs,1242,0,0,1242,0,0,1,1,3,1,Moyen,6,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1973,Non aménagé,2,528,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Septembre,2007,Acte de garantie - Conventionnel,Vente normale,175500
457,2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,34,4571,Pavé,Gravier,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,Deux étages,Moyenne,Moyenne,1916,1950,Pignon,Bardeau composite standard,Bardeaux en amiante,Bardeaux en amiante,Aucune,0,Moyen,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,624,624.0,Chauffage à gaz,Médiocre,Non,Disjoncteurs,624,720,0,1344,0,0,1,0,4,1,Moyen,7,Typ,0,NA,Détaché de la maison,1916,Non aménagé,3,513,Médiocre,Médiocre,Pavé,0,0,96,0,0,0,NA,NA,NA,0,Mai,2008,Acte de l'officier judiciaire/Etat,Vente anormale,98000
458,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,NA,53227,Pavé,NA,Légèrement irrégulier,Dépression,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente modérée,Clear Creek,Normale,Normale,Maison individuelle,Un étage,En dessous de la moyenne,Au-dessus de la moyenne,1954,1994,Plat,Gravier et bitume,Contreplaqué,Contreplaqué,Aucune,0,Moyen,Moyen,CBlock,Bon,Moyen,Bonne exposition,Partiellement fini,1116,Non fini,0,248,1364.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1663,0,0,1663,1,0,1,0,2,1,Bon,6,Min1,2,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1954,Aménagé,2,529,Moyen,Moyen,Pavé,224,137,0,0,0,0,NA,NA,NA,0,Mars,2008,Acte de garantie - Conventionnel,Vente normale,256000
459,2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,NA,5100,Pavé,Gravier,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,Deux étages,Très bon,Bon,1925,1996,Pente,Bardeau composite standard,Stuc,Wd Shng,Aucune,0,Moyen,Bon,PConc,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,588,588.0,Chauffage à gaz,Médiocre,Oui,Disjoncteurs,833,833,0,1666,0,0,1,0,3,1,Bon,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Détaché de la maison,1925,Non aménagé,1,228,Moyen,Moyen,Pavé,192,63,0,0,0,0,NA,Intimité minimale,NA,0,Juin,2008,Acte de garantie - Conventionnel,Vente normale,161000
